numinstallation;nominstallation;adresse;codepostal;new_name;new_code;actif;etat;date_creation;date_etat;date_valid;carac3;carac4;carac14;carac15;carac16;carac19;carac20;carac21;siret;uai;numequipement;nomequipement;codetypequipement;typequipement;famille;tagequipement;coordgpsx;coordgpsy;carac24;carac25;carac27;carac29;carac31;carac33;carac34;carac35;carac38;carac50;carac51;carac52;carac53;carac54;carac55;carac56;carac58;carac59;carac60;carac61;carac62;carac63;carac64;carac65;carac66;carac67;carac68;carac69;carac70;carac71;carac72;carac73;carac74;carac75;carac76;carac77;carac78;carac79;carac80;carac81;carac82;carac93;carac117;carac118;carac123;carac143;carac153;carac154;carac156;carac157;carac158;carac159;carac160;carac167;carac168;carac169;carac170;carac171;carac172;carac173;carac174;carac175;carac176;carac181;code_aps;epci_code;epci_nom;dep_code;dep_nom;reg_code;reg_nom;dep_code_filled;aca_nom;lib_bdv;code_bdv;coordonnees
I180290001;ZONE SPORTIVE PLACE DE L'EGLISE;Place de l'Eglise;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-23;2019-12-16;2019-12-16;false;2013-10-14;;false;false;;;;;;E003I180290001;Terrain de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.76207;46.74679;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;7.0;2.0;189.0;;0.0;0.0;0.0;;;;;;;;;;;2009;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;A partir de 2005;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.74679, 2.76207
I180290001;ZONE SPORTIVE PLACE DE L'EGLISE;Place de l'Eglise;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-23;2019-12-16;2019-12-16;false;2013-10-14;;false;false;;;;;;E004I180290001;Parcours de santé;1301;Parcours sportif/santé;Parcours sportif/santé;validé;2.7612698;46.74667602;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;70.0;;5.0;0.0;0.0;0.0;;;;;;;;;;;2012;;;{};{};{};{};{};Individuel(s), famille(s);{};Gazon naturel;Découvert;A partir de 2005;;;;Commune;;Commune;;;"{""8901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.74667602, 2.7612698
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E001I180290002;Terrain de sable Beachsoccer;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;2.79648;46.736242;true;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;31.0;42.0;1 302.0;0.0;0.0;0.0;0.0;;;;;;;;;;;2005;;;{};{};{};{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Sable;Découvert;A partir de 2005;;;;Département;;Département;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.736242, 2.79648
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E004I180290002;Site de voile;2401;Site d'activités aquatiques et nautiques;Site d'activités aquatiques et nautiques;validé;2.79834;46.73428;false;false;false;true;true;false;false;false;true;;true;;;false;false;false;false;;false;;false;false;;;5.0;;;;100 000.0;1.0;0.0;0.0;2.0;;;;;;;;;;;;;Sanitaires à proximité;{};{PA};"{Reception/accueil,Buvette,""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Surface naturelle;Site naturel aménagé;1995-2004;;;;Département;;Département;Département;;"{""601"",""8502"",""8501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73428, 2.79834
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E005I180290002;Parcours de pêche;2420;Site de pêche;Site d'activités aquatiques et nautiques;validé;2.79834;46.73428;false;true;false;;false;false;false;false;true;;false;;;false;false;false;false;;false;;false;false;;;5.0;;;;12 300.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{PA};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1965-1974;;;;Département;;Association(s);Département;;"{""5501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73428, 2.79834
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E007I180290002;Terrain de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.796159;46.7359194;true;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;9.0;29.0;261.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;;;;;Département;;Département;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7359194, 2.796159
I180340001;CHEMINS DE RANDONNEE;Place du village;18200;Bouzais;18034;True;Attribué;2007-12-02;2019-11-08;2013-07-14;false;2013-11-07;"Se garer sur le parking, franchir le ruisseau, passer le Gué rond, à la ferme, tourner à droite, après 400m prendre le chemin herbeux, passer par l'Etang du Moulin, le lieu-dit ""les Cris"", le silo, retourner en direction de Bouzais par la vallée du Ruisseau";true;false;;{};{};;;E001I180340001;Circuit des Cris;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.47431;46.71288;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;10000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71288, 2.47431
I180340002;SALLE DES FETES;Rue des Maisons blanches Le Bourg;18200;Bouzais;18034;True;Attribué;2009-07-06;2019-11-08;2013-07-14;false;2013-11-07;;true;false;;{};{};;;E002I180340002;Terrain de Jeux;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;validé;2.47894;46.70477;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;;800.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Bitume;Découvert;1985-1994;;;;Commune;;Commune;;;"{""1101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.70477, 2.47894
I180340002;SALLE DES FETES;Rue des Maisons blanches Le Bourg;18200;Bouzais;18034;True;Attribué;2009-07-06;2019-11-08;2013-07-14;false;2013-11-07;;true;false;;{};{};;;E003I180340002;Terrain de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.47917;46.70479;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;4.0;20.0;80.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;1985-1994;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.70479, 2.47917
I180520001;TERRAINS DE TENNIS;Route Neuve;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;false;;"{""Handicap moteur""}";{};;;E001I180520001;Terrains de tennis;501;Court de tennis;Court de tennis;validé;2.64363;46.73056;false;false;false;true;false;false;false;false;false;;false;;;false;;;false;;false;;;;;;5.0;;18.0;36.0;648.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{PA};{};{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Stabilisé/cendrée;Découvert;1985-1994;;;;Commune;;Commune;;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73056, 2.64363
I180520002;PARC DES SPORTS;Rue du stade;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E004I180520002;Dojo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;2.6459;46.73201;true;false;false;true;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;;;4.0;16.0;26.0;399.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;;{};{};"{""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;EPCI;;EPCI;;;"{""3501"",""4301""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73201, 2.6459
I180690001;STADE;Rue du Stade;18200;Colombiers;18069;True;Validé;2005-08-28;2019-12-18;2019-12-18;true;2013-10-14;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E004I180690001;Plateau sportif;1701;Multisports/City-stades;Multisports/City-stades;validé;2.543351;46.70038;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;20.0;40.0;800.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Béton;Découvert;;;;;Commune;;Commune;;;"{""1101"",""3701"",""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.70038, 2.543351
I180690002;CHEMINS DE RANDONNEE;Place de la mairie;18200;Colombiers;18069;True;Saisie clos;2005-10-24;2019-12-18;2013-10-16;false;2013-10-14;;true;false;;;{};;;E001I180690002;Circuit du pont-canal - 10km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.53982;46.7007;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;10000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;2h30 de marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1965-1974;;;;Commune;;Commune;;;"{""6201"",""2204""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7007, 2.53982
I180690002;CHEMINS DE RANDONNEE;Place de la mairie;18200;Colombiers;18069;True;Saisie clos;2005-10-24;2019-12-18;2013-10-16;false;2013-10-14;;true;false;;;{};;;E003I180690002;Circuit de la Salle - 4km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.30507;47.56786;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;4000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;Selon la fiche n°211 du guide des sentiers du Boischaut et de la Marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;47.56786, 2.30507
I180760001;CHEMINS DE RANDONNEE;place de la mairie route d'Ainay;18210;Coust;18076;True;Saisie clos;2005-10-24;2019-12-18;2013-09-19;false;2013-09-20;;true;false;;;{};;;E001I180760001;Circuit de Montjalon - 5km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.59316;46.6909;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;5000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;Selon fiche n°213 du guide des sentiers du Boischaut et de la Marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.6909, 2.59316
I180760001;CHEMINS DE RANDONNEE;place de la mairie route d'Ainay;18210;Coust;18076;True;Saisie clos;2005-10-24;2019-12-18;2013-09-19;false;2013-09-20;;true;false;;;{};;;E002I180760001;Circuit de Changy - 6km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.60497;46.67461;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;6000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;"Départ : lieu-dit Changy
Selon la fiche n°213 du guide des sentiers du Boischaut et de la Marche";{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.67461, 2.60497
I180860002;CHEMINS DE RANDONNEE;PLACE DE L'EGLISE;18200;Drevant;18086;True;Validé;2005-11-08;2019-12-20;2019-12-20;false;2009-12-06;;true;false;;;{};;;E001I180860002;Circuit de Marigny - 5.5km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.52419;46.69343;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;5500.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;Passe par : le vieux moulin, les Champ Monsieur, les Gué des Saules, Marigny, le Crot d'Avril, les champs Renuad, Drevant;{};{};{};{};{};Individuel(s), famille(s);{};Terre battue;Site naturel aménagé;1945-1964;;;;Département;Commune;Département;Commune;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69343, 2.52419
I181360002;STADE;;18170;Marçais;18136;True;Attribué;2005-08-28;2019-11-08;2014-01-29;true;2013-12-31;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E003I181360002;Terrain de tennis;501;Court de tennis;Court de tennis;validé;2.37587;46.69755;false;true;false;false;false;false;false;false;false;;true;;;false;false;false;false;;false;;false;false;;;;;;;648.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Bitume;Découvert;1985-1994;;;;Commune;;Commune;;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69755, 2.37587
I181690001;TERRAIN DE TENNIS;50 Route du Champs des Dames Les Maisons;18200;Nozières;18169;True;Attribué;2005-08-28;2019-11-08;2014-01-22;false;2013-12-31;;true;false;;{};{};;;E001I181690001;Terrain de tennis;501;Court de tennis;Court de tennis;validé;2.38794;46.72951;false;;false;false;false;true;false;true;false;;false;;;false;false;false;false;;false;;false;false;;;;;18.0;30.0;540.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Synthétique (hors gazon);Découvert;1985-1994;;;;Commune;;Commune;;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72951, 2.38794
I181710003;CHEMINS DE RANDONNEE;Place de l'Eglise;18200;Orcenais;18171;True;Attribué;2008-08-18;2019-11-08;2009-07-06;false;2009-06-17;"3 circuits de 9, 12 et 8 km
Promenades agréables et variées
Selon fiche n°234 du guide des sentiers du Boischaut et de la Marche";true;false;;{};{};;;E002I181710003;Circuit de la Greugne - 12km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.42505;46.71705;false;false;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;12000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;MAIRIE;Passe par: Croix des Dames, la Marsauderie, les Rois, la Greugne, Brande de la Gonne, le Beau, la Greugne;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1965-1974;;;;Commune;;EPCI;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71705, 2.42505
I181720002;COMPLEXE SPORTIF MAURICE TROMPEAU;Avenue de Sully;18200;Orval;18172;True;Saisie clos;2005-05-12;2019-12-20;2014-11-26;true;2014-11-26;;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E001I181720002;Terrain d'honneur;2801;Terrain mixte;Terrain de grands jeux;validé;2.47268;46.72532;false;false;false;false;true;false;true;true;false;;false;false;false;false;false;false;false;false;false;false;false;false;;2010;;;68.0;106.0;7 208.0;1.0;108.0;1.0;2.0;;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Gazon naturel;Découvert;1965-1974;;A partir de 2005;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72532, 2.47268
I181720002;COMPLEXE SPORTIF MAURICE TROMPEAU;Avenue de Sully;18200;Orval;18172;True;Saisie clos;2005-05-12;2019-12-20;2014-11-26;true;2014-11-26;;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E003I181720002;Terrain de tennis n°2;501;Court de tennis;Court de tennis;validé;2.47397;46.72474;true;false;false;false;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;;;17.0;33.0;561.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};"{""Club(s) house"",""Salle(s) de réunion/cours""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Béton;Découvert;1975-1984;;;;Commune;;Commune;;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72474, 2.47397
I181720005;TERRAINS DE PETANQUE;Route de la Groutte;18200;Orval;18172;True;Attribué;2009-05-28;2019-11-08;2018-03-22;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E003I181720005;Terrain de pétanque n°3 (39 à 46);202;Terrain de pétanque;Boulodrome;validé;2.29135;46.4322;true;true;false;false;true;false;false;true;false;;false;false;;true;;;false;false;true;false;;;;2010;;;12.0;25.0;288.0;8.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";"{""Inadaptation aux attentes des usagers"",""Vétusté normale""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1995-2004;;A partir de 2005;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.4322, 2.29135
I181720005;TERRAINS DE PETANQUE;Route de la Groutte;18200;Orval;18172;True;Attribué;2009-05-28;2019-11-08;2018-03-22;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E004I181720005;Terrain de pétanque n°4 (47 à 48);202;Terrain de pétanque;Boulodrome;validé;2.29133;46.43217;true;true;false;false;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;;;6.0;12.0;69.0;2.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1995-2004;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.43217, 2.29133
I181720005;TERRAINS DE PETANQUE;Route de la Groutte;18200;Orval;18172;True;Attribué;2009-05-28;2019-11-08;2018-03-22;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E007I181720005;Terrain de pétanque n°12 (79 à 88);202;Terrain de pétanque;Boulodrome;validé;2.29133;46.43217;false;true;false;false;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;;;12.0;30.0;345.0;10.0;0.0;0.0;0.0;;;;;;;;;;;;;Pistes de 79 à 88.;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1995-2004;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.43217, 2.29133
I181720005;TERRAINS DE PETANQUE;Route de la Groutte;18200;Orval;18172;True;Attribué;2009-05-28;2019-11-08;2018-03-22;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E011I181720005;Terrain de pétanque n°3 (39 à 46) 2;202;Terrain de pétanque;Boulodrome;validé;2.29135;46.4322;true;true;false;false;true;false;false;true;false;;false;false;;true;;;false;false;true;false;;;;2010;;;12.0;25.0;288.0;8.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";"{""Inadaptation aux attentes des usagers"",""Vétusté normale""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1995-2004;;A partir de 2005;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.4322, 2.29135
I181720005;TERRAINS DE PETANQUE;Route de la Groutte;18200;Orval;18172;True;Attribué;2009-05-28;2019-11-08;2018-03-22;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E013I181720005;Terrains de pétanque n° 6, 7, 8, 9, 10, 11 3;202;Terrain de pétanque;Boulodrome;validé;2.29133;46.43217;false;true;false;false;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;;;6.0;12.0;69.0;2.0;0.0;0.0;0.0;;;;;;;;;;;;;Terrains 67/68, 69/70, 71/72, 73/78, 74/77, 75/76.;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1995-2004;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.43217, 2.29133
I181720005;TERRAINS DE PETANQUE;Route de la Groutte;18200;Orval;18172;True;Attribué;2009-05-28;2019-11-08;2018-03-22;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E016I181720005;Terrains de pétanque n° 6, 7, 8, 9, 10, 11 6;202;Terrain de pétanque;Boulodrome;validé;2.29133;46.43217;false;true;false;false;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;;;6.0;12.0;69.0;2.0;0.0;0.0;0.0;;;;;;;;;;;;;Terrains 67/68, 69/70, 71/72, 73/78, 74/77, 75/76.;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1995-2004;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.43217, 2.29133
I181970001;STADE DU PRE DES JONCS;Chemin du Pré des Joncs;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-13;2019-11-08;2015-10-22;true;2015-07-10;;true;false;;"{""Handicap moteur""}";{};;;E001I181970001;Terrain n°2;2802;Terrain de football;Terrain de grands jeux;validé;2.48922;46.72057;true;true;false;true;true;false;true;true;false;;true;false;false;false;;false;false;false;false;false;;false;;2003;5.0;;60.0;102.0;6 120.0;;0.0;2.0;4.0;;;;;;;;;;;1992;;;{};{};"{Buvette,""Club(s) house"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Vétusté normale""}";{};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Gazon naturel;Découvert;1985-1994;;1995-2004;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72057, 2.48922
I181970003;COMPLEXE DE TENNIS JEAN DE CONTI;Rue des Flipottes;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-13;2019-11-08;2018-03-22;true;2015-07-10;Pas de places matérialisées;true;false;;"{""Handicap moteur""}";{};;;E006I181970003;Courts couverts 2;501;Court de tennis;Court de tennis;validé;2.51488;46.71572;true;false;false;true;true;false;true;true;false;;true;false;false;false;false;false;false;false;false;false;false;false;;;3.0;11.0;19.0;37.0;692.0;;344.0;0.0;2.0;;;;;;;;;;;1991;;Bitume peint;{};{X};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",Autre}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Bitume;Intérieur;1985-1994;;;;Commune;;Commune;Association(s);;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71572, 2.51488
I181970007;CHEMINS DE RANDONNEE;Place de la mairie;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-10-23;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E001I181970007;Circuit de l'ancien pont canal de la tranchasse - 17km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.50668;46.72166;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;;17000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72166, 2.50668
