numinstallation;nominstallation;adresse;codepostal;new_name;new_code;actif;etat;date_creation;date_etat;date_valid;carac3;carac4;carac14;carac15;carac16;carac19;carac20;carac21;siret;uai;numequipement;nomequipement;codetypequipement;typequipement;famille;tagequipement;coordgpsx;coordgpsy;carac24;carac25;carac27;carac29;carac31;carac33;carac34;carac35;carac38;carac50;carac51;carac52;carac53;carac54;carac55;carac56;carac58;carac59;carac60;carac61;carac62;carac63;carac64;carac65;carac66;carac67;carac68;carac69;carac70;carac71;carac72;carac73;carac74;carac75;carac76;carac77;carac78;carac79;carac80;carac81;carac82;carac93;carac117;carac118;carac123;carac143;carac153;carac154;carac156;carac157;carac158;carac159;carac160;carac167;carac168;carac169;carac170;carac171;carac172;carac173;carac174;carac175;carac176;carac181;code_aps;epci_code;epci_nom;dep_code;dep_nom;reg_code;reg_nom;dep_code_filled;aca_nom;lib_bdv;code_bdv;coordonnees
I180520002;PARC DES SPORTS;Rue du stade;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E001I180520002;Terrain de football d'entrainement;2802;Terrain de football;Terrain de grands jeux;validé;2.64592;46.73057;true;false;false;false;true;false;true;true;false;;true;;;false;;true;false;;false;;;false;;;;;53.0;93.0;4 929.0;1.0;0.0;1.0;2.0;;;;;;;;;;;;;;{};{};"{""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Gazon naturel;Découvert;1965-1974;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73057, 2.64592
I180520002;PARC DES SPORTS;Rue du stade;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E003I180520002;Terrain de football d'honneur;2802;Terrain de football;Terrain de grands jeux;validé;2.64597;46.73157;true;true;false;false;true;false;true;true;false;;true;;;false;;false;false;;false;;;false;;;;;70.0;110.0;7 700.0;1.0;0.0;1.0;2.0;;;;;;;;;;;;;;{};{};"{Buvette,""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Gazon naturel;Découvert;1985-1994;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73157, 2.64597
I180520003;STAND DE TIR SPORTING CLUB DE SAINT AMAND MONTROND (TSCSA);Route d'Arpheuilles Mitreux;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;false;;"{""Handicap moteur""}";{};;;E001I180520003;Pas de tir 1;1402;Pas de tir à la cible;Pas de tir;validé;2.62743;46.74169;false;false;false;true;true;false;false;true;false;;true;;;false;;;false;;false;;;;;;5.0;;;200.0;;6.0;0.0;0.0;0.0;;;;;;;;;;;1987;GAULMIER;;{};{PA};"{""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;"{""25 m"",""50 m"",""100 m"",""200 m""}";Surface naturelle;Découvert;1985-1994;;1995-2004;;Privé non commercial;Association(s);Association(s);;;"{""8103"",""8101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.74169, 2.62743
I180520003;STAND DE TIR SPORTING CLUB DE SAINT AMAND MONTROND (TSCSA);Route d'Arpheuilles Mitreux;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;false;;"{""Handicap moteur""}";{};;;E002I180520003;Pas de tir 2;1402;Pas de tir à la cible;Pas de tir;validé;2.62903;46.74192;false;false;false;true;true;false;false;false;false;;true;;;false;;;false;;false;;;;;;;;;;144.0;0.0;0.0;0.0;0.0;;;;;;;;;;;1987;St Amand montrond;Nomenclatures 1401 / 1402 / 1403;{};{CTS};"{""Local de rangement""}";"{""Vétusté normale""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;"{""10 m""}";Béton;Intérieur;1985-1994;;1995-2004;;Association(s);;Association(s);;;"{""8103"",""8101"",""8102"",""8104""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.74192, 2.62903
I180520004;CHEMINS DE RANDONNEE;rue nationale;18210;Charenton-du-Cher;18052;True;Validé;2005-10-23;2019-12-18;2019-12-18;false;2014-12-31;Selon fiche n°73 du guide des sentiers du Cher;true;false;;;{};;;E001I180520004;Circuit étang des forêts - 28km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.63057;46.73133;false;true;false;false;false;false;false;false;false;;false;;;false;;;false;;false;;;;;;;;;28000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;"Place de la Gendarmerie
Passe par : la Tuilerie, Saint Pierre les Etieux, le Racot, le Fontaron, la Ville du Bout, les Grandes Tailles, la Long, l'ancien chemin de Saint Amand Montrond au Pondy, les Forêts, le champ de l'Etang, le Grand Chaillou, le Petit Chaillou, le Bois du Chatelier, les Bergeries, le Grand Teilleux, les Ecotrons, l'Ecluse de la Croix Blanche, les Eveillés";{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;Avant 1945;;;;EPCI;;EPCI;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73133, 2.63057
I180520004;CHEMINS DE RANDONNEE;rue nationale;18210;Charenton-du-Cher;18052;True;Validé;2005-10-23;2019-12-18;2019-12-18;false;2014-12-31;Selon fiche n°73 du guide des sentiers du Cher;true;false;;;{};;;E003I180520004;Chemin des Chapelles - 7km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.64233;46.72965;false;true;false;false;false;false;false;false;false;;false;;;false;;;false;;false;;;;;;;;;7000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;"2h de marche
place de l'Eglise";{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72965, 2.64233
I180690002;CHEMINS DE RANDONNEE;Place de la mairie;18200;Colombiers;18069;True;Saisie clos;2005-10-24;2019-12-18;2013-10-16;false;2013-10-14;;true;false;;;{};;;E002I180690002;Circuit de la Plaine de Malvault - 5km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.30507;47.56786;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;5000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;Selon fiche n°211 du guide des sentiers du Boischaut et de la Marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1975-1984;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;47.56786, 2.30507
I180760002;STADE;Route de Charenton Les Gagneries;18210;Coust;18076;True;Validé;2005-08-16;2019-11-29;2019-11-29;false;2013-09-20;;true;false;;;{};;;E003I180760002;Terrain de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.6002728;46.6948807;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;10.0;13.0;130.0;;0.0;0.0;0.0;;;;;;;;;;;2012;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;A partir de 2005;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.6948807, 2.6002728
I180760003;SALLE DES FETES;Route d'Ainay Le bourg;18210;Coust;18076;True;Saisie clos;2005-08-16;2019-12-18;2013-09-19;false;2013-09-20;;true;false;;;{};;;E001I180760003;Salle des fêtes;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;2.59711;46.69349;true;false;false;true;true;false;false;true;false;;true;;;false;false;false;false;;false;;false;false;;2002;4.0;;9.0;12.0;108.0;1.0;0.0;0.0;0.0;;;;;;;;;;;1981;;;{};{L};{Buvette};"{""Vétusté normale""}";{Gaz};Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1975-1984;;1995-2004;;Commune;;Commune;;;"{""3501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69349, 2.59711
I180860001;SALLE DES FETES;rue du domaine;18200;Drevant;18086;True;Validé;2005-11-08;2019-12-20;2019-12-20;true;2009-12-06;;true;false;;"{""Handicap moteur"",""Handicap sensoriel""}";{};;;E001I180860001;Centre socio culturel;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;2.5223;46.69444;true;false;false;true;false;false;false;true;false;;false;;;false;false;true;false;;false;;false;true;;;4.0;;;;180.0;;0.0;0.0;0.0;;;;;;;;;;;1982;;;{};{L};{};{};{Electricité};Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1975-1984;;;;Commune;;Commune;;;"{""2402"",""3403"",""3501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69444, 2.5223
I180860002;CHEMINS DE RANDONNEE;PLACE DE L'EGLISE;18200;Drevant;18086;True;Validé;2005-11-08;2019-12-20;2019-12-20;false;2009-12-06;;true;false;;;{};;;E002I180860002;Circuit des Romagères - 4.5km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.52487;46.69322;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;4500.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;Selon fiche n°217 du guide des sentiers du Boischaut et de la Marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1945-1964;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69322, 2.52487
I180910001;ETANG COMMUNAL;La Tremblaye;18200;Farges-Allichamps;18091;True;Validé;2005-12-26;2019-12-18;2019-12-18;false;2009-06-15;;true;false;;;{};;;E001I180910001;Etang communal;2420;Site de pêche;Site d'activités aquatiques et nautiques;validé;2.39249;46.75938;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;;500.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1945-1964;;;;Commune;;Commune;;;"{""5501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.75938, 2.39249
I180910002;CHEMINS DE RANDONNEE;Le Bourg;18200;Farges-Allichamps;18091;True;Validé;2008-08-13;2019-12-18;2019-12-18;false;2009-06-15;;true;false;;;{};;;E001I180910002;Circuit de la Coquillonnerie - 5km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.41556;46.76322;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;5000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;"Passe par : la Coquillonnerie, le Chambon, les Rougeaux, les Terres Forts
Selon la fiche n°220 du guide des sentiers du Boischaut et de la Marche";{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.76322, 2.41556
I180910003;CENTRE EQUESTRE LE RIO JAVAR;Route de Vallenay;18200;Farges-Allichamps;18091;True;Validé;2005-10-11;2019-12-18;2019-12-18;false;2009-06-15;;false;false;;;;;;E002I180910003;Carrière poney;901;Carrière;Equipement équestre;validé;2.3974;46.76049;false;false;false;true;true;false;true;true;false;;true;;;false;false;false;false;;false;;false;false;;2004;5.0;;18.0;30.0;540.0;1.0;0.0;0.0;1.0;;;;;;;;;;;1995;;;{};{R,X};"{""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Mise en conformité avec les règlements"",""Vétusté normale""}";{Electricité};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Sable;Découvert;1995-2004;;1995-2004;;Privé non commercial;;Privé non commercial;;;"{""2602"",""2603"",""2601"",""2606"",""2604""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.76049, 2.3974
I181070001;CHEMINS DE RANDONNEE;Place de la Croix;18200;La Groutte;18107;True;Validé;2008-08-17;2019-12-20;2019-12-20;false;2009-06-15;;true;false;;;{};;;E001I181070001;Circuit de la Loge Grelet - 3.6km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.51047;46.68724;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;3600.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;"Passe par : La Loge Grelet, le Vieux moulin, les Magriaux, les Coutures
Selon fiche n°226 du guide des sentiers du Boischaut et de la Marche";{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.68724, 2.51047
I181070002;MOTO VERTE DREVANT;Le Bourg;18200;La Groutte;18107;True;Validé;2008-06-09;2019-12-20;2019-12-20;false;2009-06-15;;true;false;;;{};;;E001I181070002;Boucle de randonnée Moto Verte - Randonnée;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.5116;46.68824;false;false;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;;10 000.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;"Informations de la ligue
Club : MOTO VERTE DREVANT";{};{};{};{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Terre battue;Site naturel;1985-1994;;;;Commune;;Commune;;;"{""4902""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.68824, 2.5116
I181070003;SALLE DES FETES;route d'Ainay le Vieil Les Paleteaux;18200;La Groutte;18107;True;Validé;2005-12-20;2019-12-20;2019-12-20;true;2009-06-15;;true;false;;"{""Handicap moteur""}";{};;;E001I181070003;Salle des fêtes;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;2.51685;46.68544;true;false;false;true;true;false;false;true;false;;true;;;false;false;true;false;;false;;false;false;;;5.0;;;;70.0;;0.0;0.0;0.0;;;;;;;;;;;1995;;;;{R};{Buvette,Autre};;{Electricité};Individuel(s), famille(s),Autre - association(s) et groupes divers;;Parquet;Intérieur;1995-2004;;;;Commune;;Commune;;;"{""8901"",""2402"",""3403"",""3501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.68544, 2.51685
I181360002;STADE;;18170;Marçais;18136;True;Attribué;2005-08-28;2019-11-08;2014-01-29;true;2013-12-31;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E001I181360002;"Terrain de football ""Honneur""";2802;Terrain de football;Terrain de grands jeux;validé;2.37538;46.69719;false;true;false;true;true;false;true;true;false;;false;;;false;false;false;false;;false;;false;false;;;5.0;;70.0;110.0;7 700.0;1.0;0.0;1.0;2.0;;;;;;;;;;;;;;{};{X};{Buvette};{};{Electricité};Clubs sportifs, comités, ligues, fédérations;{};Gazon naturel;Découvert;1965-1974;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69719, 2.37538
I181360002;STADE;;18170;Marçais;18136;True;Attribué;2005-08-28;2019-11-08;2014-01-29;true;2013-12-31;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E004I181360002;Terrain de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.37446;46.69735;false;true;false;false;false;false;false;false;false;;true;;;false;false;false;false;;false;;false;false;;;;;6.0;26.0;156.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;1975-1984;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.69735, 2.37446
I181420002;ESPACE DES CHAUMES;Rue du fourneau;18200;Meillant;18142;True;Saisie clos;2005-09-22;2019-11-15;2019-03-15;true;2013-09-20;;true;false;;"{""Handicap moteur""}";{};;;E004I181420002;Terrain de pétanque n°2;202;Terrain de pétanque;Boulodrome;validé;2.50818;46.78951;false;true;false;false;false;false;false;false;false;;false;;;;;;false;;;;;;;;;;17.0;53.0;901.0;17.0;0.0;0.0;0.0;;;;;;;;;;;;;;;{};;;;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;;Sable;Découvert;1975-1984;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.78951, 2.50818
I181420002;ESPACE DES CHAUMES;Rue du fourneau;18200;Meillant;18142;True;Saisie clos;2005-09-22;2019-11-15;2019-03-15;true;2013-09-20;;true;false;;"{""Handicap moteur""}";{};;;E005I181420002;Terrain de pétanque n°1;202;Terrain de pétanque;Boulodrome;validé;2.50726;46.78831;true;true;false;false;false;false;false;false;false;;false;;;false;;;false;;false;;;;;;;;18.0;121.0;2 178.0;48.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Découvert;1975-1984;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.78831, 2.50726
I181420002;ESPACE DES CHAUMES;Rue du fourneau;18200;Meillant;18142;True;Saisie clos;2005-09-22;2019-11-15;2019-03-15;true;2013-09-20;;true;false;;"{""Handicap moteur""}";{};;;E006I181420002;Terrain de Football des Chaumes;2802;Terrain de football;Terrain de grands jeux;validé;2.50806;46.78876;true;false;false;false;true;false;true;true;false;;false;;;false;false;false;false;;false;;false;false;;;;;68.0;103.0;7 004.0;;0.0;1.0;2.0;;;;;;;;;;;;;;{};{};{Buvette};{};{};Clubs sportifs, comités, ligues, fédérations;{};Gazon naturel;Découvert;;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.78876, 2.50806
I181710001;L'ETANG DES PECHERIES;Route d'Arcomps;18200;Orcenais;18171;True;Attribué;2005-12-20;2019-11-08;2009-07-06;true;2009-06-17;;true;false;;"{""Handicap moteur""}";{};;;E001I181710001;Etang des pêcheries;2420;Site de pêche;Site d'activités aquatiques et nautiques;validé;2.4274;46.71591;false;true;false;false;false;false;false;false;false;;true;;;false;false;false;false;;false;;false;false;;;;;;1350.0;;;0.0;0.0;0.0;;;;;;;;;;;1983;;;{};{};{};{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Surface naturelle;Site naturel aménagé;1975-1984;;;;Commune;;Commune;;;"{""5501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71591, 2.4274
I181710003;CHEMINS DE RANDONNEE;Place de l'Eglise;18200;Orcenais;18171;True;Attribué;2008-08-18;2019-11-08;2009-07-06;false;2009-06-17;"3 circuits de 9, 12 et 8 km
Promenades agréables et variées
Selon fiche n°234 du guide des sentiers du Boischaut et de la Marche";true;false;;{};{};;;E001I181710003;Orcenais-Orval et retour - 9km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.42505;46.71705;true;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;9000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;MAIRIE;Passe par : Vilaine, la Vignasse, Bois de la Bouchaille, la Loge;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71705, 2.42505
I181710003;CHEMINS DE RANDONNEE;Place de l'Eglise;18200;Orcenais;18171;True;Attribué;2008-08-18;2019-11-08;2009-07-06;false;2009-06-17;"3 circuits de 9, 12 et 8 km
Promenades agréables et variées
Selon fiche n°234 du guide des sentiers du Boischaut et de la Marche";true;false;;{};{};;;E003I181710003;Un joli point de vue - 8km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.42505;46.71705;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;8000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;MAIRIE;Passe par :De l'Eglise, rejoindre la place du village et remonter sur la gauche. Prendre le chemin qui continue à monter jusqu'à une ferme. A la croix, prendre à gauche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71705, 2.42505
I181720001;STADE DU VAL D'OR;Rue des Ecoles;18200;Orval;18172;True;Attribué;2005-05-12;2019-11-08;2014-11-26;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E002I181720001;Terrains de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.477433;46.726937;true;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;4.0;56.0;324.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.726937, 2.477433
I181720001;STADE DU VAL D'OR;Rue des Ecoles;18200;Orval;18172;True;Attribué;2005-05-12;2019-11-08;2014-11-26;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E003I181720001;Terrains de pétanque 2;202;Terrain de pétanque;Boulodrome;validé;2.477433;46.726937;true;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;4.0;56.0;324.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.726937, 2.477433
I181720002;COMPLEXE SPORTIF MAURICE TROMPEAU;Avenue de Sully;18200;Orval;18172;True;Saisie clos;2005-05-12;2019-12-20;2014-11-26;true;2014-11-26;;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E002I181720002;Terrain d'entrainement;2802;Terrain de football;Terrain de grands jeux;validé;2.47285;46.72638;false;false;false;false;true;false;true;true;false;;false;false;;false;;false;false;false;false;false;;false;;;;;70.0;106.0;7 420.0;;0.0;1.0;2.0;;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Gazon naturel;Découvert;1965-1974;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72638, 2.47285
I181720002;COMPLEXE SPORTIF MAURICE TROMPEAU;Avenue de Sully;18200;Orval;18172;True;Saisie clos;2005-05-12;2019-12-20;2014-11-26;true;2014-11-26;;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E006I181720002;Piste d'athlétisme;1004;Piste d'athlétisme isolée;Equipement d'athlétisme;validé;2.47268;46.72532;false;false;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;6.0;400.0;2 400.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Scolaires, universités;{};Sable;Découvert;1965-1974;;;;Commune;;Commune;;;"{""503""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72532, 2.47268
I181720003;CHEMIN DE RANDONNEE;Rue de la mairie;18200;Orval;18172;True;Validé;2005-10-24;2019-12-18;2019-12-18;true;2014-11-26;;true;false;;"{""Handicap moteur""}";{};;;E001I181720003;La Loubière;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.4815;46.7264;false;true;false;false;false;false;false;false;false;;false;false;;;;;false;false;;false;;;;;;;;5000.0;;;0.0;0.0;0.0;;;;;;;;;;;;;1h30 de marche;;{};;;;Individuel(s), famille(s);;Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""8901"",""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7264, 2.4815
I181720004;GROUPE SCOLAIRE D'ORVAL (JACQUES GANNE);Route de reuilly;18200;Orval;18172;True;Attribué;2014-11-26;2019-11-08;2014-11-26;true;2014-11-26;;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Bus};;;E001I181720004;Terrain de handball;2903;Terrain de handball;Terrain extérieur de petits jeux collectifs;validé;2.478608;46.726588;false;false;false;false;true;false;false;false;false;;true;false;;false;;;false;false;false;false;;;;;;;17.0;35.0;595.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};"{""Local de rangement""}";{};{};Scolaires, universités;{};Bitume;Découvert;;;;;Commune;;Commune;;;"{""3701""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.726588, 2.478608
I181720004;GROUPE SCOLAIRE D'ORVAL (JACQUES GANNE);Route de reuilly;18200;Orval;18172;True;Attribué;2014-11-26;2019-11-08;2014-11-26;true;2014-11-26;;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Bus};;;E002I181720004;Terrain de basket-ball;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;validé;2.479284;46.726558;false;false;false;false;true;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;15.0;20.0;290.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};"{""Local de rangement""}";{};{};Scolaires, universités;{};Bitume;Découvert;;;;;Commune;;Commune;;;"{""1101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.726558, 2.479284
